6104	Critical Strike Chance	15% increased Critical Strike Chance;	
64683	Bloodthirst	45% increased Critical Strike Chance;	
24314	Critical Strike Chance	15% increased Critical Strike Chance;	
40355	Critical Strike Chance	15% increased Critical Strike Chance;	
41214	Crit Mastery		
48109	Life Regeneration per Endurance Charge	0.2% of maximum Life Regenerated per second per Endurance Charge;	
46289	Damage Over Time	9% increased Damage over Time;	
30338	Damage Over Time	9% increased Damage over Time;	
51212	Entropy	27% increased Damage over Time;	
12926	Iron Grip	The increase to Physical Damage from Strength applies to Projectile Attacks as well as Melee Attacks;	
6538	Intelligence	+10 to Intelligence;	
59928	Strength	+10 to Strength;	
9469	Critical Strike Chance	25% increased Critical Strike Chance;	
59220	Critical Strike Chance	25% increased Critical Strike Chance;	
54528	Pressure Points	25% increased Critical Strike Multiplier;	
62177	Power Charge Duration	15% increased Power Charge Duration;	
25411	Critical Mass	+1 Maximum Power Charge;	
49900	Dexterity	+10 to Dexterity;	
58449	Born to Fight	20% increased Melee Physical Damage;+20 to Strength;	
47074	Cold Resistance	+15% to Cold Resistance;	
9381	Fire Resistance	+15% to Fire Resistance;	
23357	Elemental Resistance	+6% to all Elemental Resistances;	
61306	Dexterity	+10 to Dexterity;	
54142	Finesse	8% increased Attack Speed;20% increased Accuracy Rating;+20 to Dexterity;	
59606	Dexterity	+10 to Dexterity;	
42668	Minion Damage	Minions deal 15% increased Damage;	
36915	Grave Expectations	Minions have +16% to all Elemental Resistances;+1 to Maximum number of Zombies;+1 to Maximum number of Skeletons;	
34880	Minion Life Regeneration	Minions Regenerate 1.5% Life per Second;	
56509	Sword Damage and Attack Speed	6% increased Physical Damage with Swords;2% increased Attack Speed with Swords;	
17618	Sword Damage and Accuracy	6% increased Physical Damage with Swords;8% increased Accuracy Rating with Swords;	
35912	Sword Damage and Accuracy	6% increased Physical Damage with Swords;8% increased Accuracy Rating with Swords;	
9653	Sword Damage and Life	12% increased Physical Damage with Swords;6% increased maximum Life;	
62042	Sword Damage and Life	12% increased Physical Damage with Swords;6% increased maximum Life;	
529	Slashing Comeback	18% increased Physical Damage with Swords;+12 to maximum Life;	
59930	Sword Mastery		
1371	Mana Regeneration	40% increased Mana Regeneration Rate;	
61525	TEMPLAR		
33988	Melee Damage	12% increased Melee Physical Damage;	
21929	Armour	10% increased Armour;	
38836	Armour	10% increased Armour;	
44218	Riddle of Steel	30% increased Armour;	
27609	Staff and Mace Damage	12% increased Physical Damage with Staves;12% increased Physical Damage with Maces;	
65491	Staff and Mace Damage	12% increased Physical Damage with Staves;12% increased Physical Damage with Maces;	
5366	Staff and Mace Attack Speed	3% increased Attack Speed with Staves;3% increased Attack Speed with Maces;	
13454	Staff and Mace Attack Speed	3% increased Attack Speed with Staves;3% increased Attack Speed with Maces;	
17038	Stun Duration	20% increased Stun Duration on enemies;	
34363	Blunt Instrument	28% increased Physical Damage with Staves;28% increased Physical Damage with Maces;18% increased Armour;	
38905	Blunt Mastery		
13176	Number of Traps Allowed	Can set up to 1 additional trap;	
36877	Trap Damage	9% increased Trap Damage;	
22488	Trap Throw Speed and Damage	5% increased Trap Damage;3% increased Trap Throwing Speed;	
12723	Trap Throw Speed and Damage	5% increased Trap Damage;3% increased Trap Throwing Speed;	
59194	Trap Damage and Trigger Radius	7% increased Trap Damage;15% increased Trap Trigger Radius;	
7136	Master Sapper	24% increased Trap Damage;Can set up to 1 additional trap;	
58090	Strength	+10 to Strength;	
24865	Strength	+10 to Strength;	
29937	Dexterity	+10 to Dexterity;	
63723	Strength	+10 to Strength;	
8348	Evasion	10% increased Evasion Rating;	
6534	Evasion	10% increased Evasion Rating;	
20812	Evasion	10% increased Evasion Rating;	
60204	Evasion	10% increased Evasion Rating;	
32091	Evasion	10% increased Evasion Rating;	
57984	Evasion	10% increased Evasion Rating;	
44103	Reflexes	30% increased Evasion Rating;	
17814	Evasion	10% increased Evasion Rating;	
106	Evasion Mastery		
60090	Energy Shield	6% increased maximum Energy Shield;	
15502	Energy Shield	12% increased maximum Energy Shield;	
14211	Energy Shield	6% increased maximum Energy Shield;	
42731	Energy Shield	6% increased maximum Energy Shield;	
22473	Energy Shield	6% increased maximum Energy Shield;	
14182	Energy Shield	6% increased maximum Energy Shield;	
11430	Energy Shield	6% increased maximum Energy Shield;	
13322	Energy Shield	6% increased maximum Energy Shield;	
128	Energy Shield Mastery		
19023	Sword Damage and Armour	10% increased Physical Damage with Swords;8% increased Armour;	
25903	Sword Damage and Armour	10% increased Physical Damage with Swords;8% increased Armour;	
45873	Sword Damage	12% increased Physical Damage with Swords;	
3376	Sword Damage and Accuracy	10% increased Physical Damage with Swords;8% increased Accuracy Rating with Swords;	
4796	Blade of Renown	16% increased Physical Damage with Swords;20% increased Accuracy Rating with Swords;10% increased Armour;	
48290	Sword Mastery		
24687	Sword Damage and Accuracy	10% increased Physical Damage with Swords;8% increased Accuracy Rating with Swords;	
58609	Fire Resistance	+15% to Fire Resistance;	
33891	Lightning Resistance	+15% to Lightning Resistance;	
30562	Elemental Resistance	+6% to all Elemental Resistances;	
45838	Dexterity	+10 to Dexterity;	
8640	Dexterity	+10 to Dexterity;	
54993	Projectile Damage	8% increased Projectile Damage;	
10843	Projectile Damage	8% increased Projectile Damage;	
53785	Projectile Damage	8% increased Projectile Damage;	
10282	One Handed Damage	12% increased Physical Damage with One Handed Melee Weapons;	
12372	One Handed Damage	12% increased Physical Damage with One Handed Melee Weapons;	
39255	One Handed Damage	12% increased Physical Damage with One Handed Melee Weapons;	
46408	Haste	15% increased Attack Speed;+20 to Dexterity;	
7706	Movement Speed	3% increased Movement Speed;	
8938	Dexterity	+10 to Dexterity;	
3644	Strength	+10 to Strength;	
30030	Axe Damage and Attack Speed	6% increased Physical Damage with Axes;2% increased Attack Speed with Axes;	
52058	Axe Damage and Accuracy	6% increased Physical Damage with Axes;8% increased Accuracy Rating with Axes;	
46007	Axe Damage and Accuracy	6% increased Physical Damage with Axes;8% increased Accuracy Rating with Axes;	
59638	Axe Damage and Attack Speed	6% increased Physical Damage with Axes;2% increased Attack Speed with Axes;	
42637	Axe Damage and Attack Speed	6% increased Physical Damage with Axes;2% increased Attack Speed with Axes;	
4382	Slice and Dice	6% increased Attack Speed with Axes;24% increased Accuracy Rating with Axes;	
590	Axe Mastery		
11888	Shock Duration	15% increased Shock Duration on enemies;	
46469	Shock Duration	10% increased Shock Duration on enemies;	
56716	Lightning Weaver	12% increased Lightning Damage;2% increased Cast Speed;	
36121	Lightning Damage	8% increased Lightning Damage;	
58956	Lightning Damage	8% increased Lightning Damage;	
55647	Lightning Damage	8% increased Lightning Damage;	
57362	Lightning Damage	8% increased Lightning Damage;	
64649	Two Handed Stun Duration	15% increased Stun Duration with Two Handed Melee Weapons on enemies;	
44516	Two Handed Weapon Damage and Speed	6% increased Physical Damage with Two Handed Melee Weapons;2% increased Attack Speed with Two Handed Melee Weapons;	
41243	Two Handed Weapon Damage and Accuracy	6% increased Physical Damage with Two Handed Melee Weapons;8% increased Accuracy Rating with Two Handed Melee Weapons;	
60169	Two Handed Weapon Damage and Life	10% increased Physical Damage with Two Handed Melee Weapons;6% increased maximum Life;	
2454	Two Handed Weapon Damage and Life	12% increased Physical Damage with Two Handed Melee Weapons;4% increased maximum Life;	
10016	Destroyer	15% increased Physical Damage with Two Handed Melee Weapons;20% increased Accuracy Rating with Two Handed Melee Weapons;	
54827	Two Hand Mastery		
62662	Melee Damage	6% increased Melee Physical Damage;	
17674	Melee Damage	6% increased Melee Physical Damage;	
13782	Melee Damage	6% increased Melee Physical Damage;	
5917	Attack Speed	4% increased Attack Speed;	
10490	Intelligence	+10 to Intelligence;	
33479	Intelligence	+10 to Intelligence;	
22747	One Handed Damage	10% increased Physical Damage with One Handed Melee Weapons;	
39811	Water Dancing	18% increased Physical Damage with One Handed Melee Weapons;+20 to Dexterity;	
21471	One Handed Attack Speed	3% increased Attack Speed with One Handed Melee Weapons;	
11845	Claw Damage and Attack Speed	6% increased Physical Damage with Claws;2% increased Attack Speed with Claws;	
39447	Claw Damage and Attack Speed	6% increased Physical Damage with Claws;2% increased Attack Speed with Claws;	
20199	Claw Damage and Accuracy	6% increased Physical Damage with Claws;8% increased Accuracy Rating with Claws;	
32639	Claw Damage and Accuracy	6% increased Physical Damage with Claws;8% increased Accuracy Rating with Claws;	
37504	Claws of the Pride	18% increased Physical Damage with Claws;8% increased Attack Speed with Claws;+25 to maximum Life;	
15717	Claw Damage and Accuracy	6% increased Physical Damage with Claws;8% increased Accuracy Rating with Claws;	
57078	Dexterity	+10 to Dexterity;	
59252	Dexterity	+10 to Dexterity;	
53366	Claw Mastery		
4212	Flask Effect	10% increased effect of Flasks;	
3676	Flask Effect	10% increased effect of Flasks;	
17790	Flask Effect	10% increased effect of Flasks;	
48086	Energy Shield Delay	10% increased Energy Shield Cooldown Recovery;	
15329	Energy Shield Delay	10% increased Energy Shield Cooldown Recovery;	
4432	Energy Shield	10% increased maximum Energy Shield;	
2292	Life	8% increased maximum Life;	
30979	Life	8% increased maximum Life;	
12680	Life	8% increased maximum Life;	
35706	Energy Shield	8% increased maximum Energy Shield;	
42795	Arcane Focus	18% increased maximum Energy Shield;	
58103	Energy Shield	8% increased maximum Energy Shield;	
27929	Deep Wisdom	+20 to maximum Mana;+20 to Intelligence;	
8948	Intelligence	+10 to Intelligence;	
27415	Intelligence	+10 to Intelligence;	
22233	Two Handed Weapon Damage and Stun Duration	6% increased Physical Damage with Two Handed Melee Weapons;8% increased Stun Duration with Two Handed Melee Weapons on enemies;	
63796	Two Handed Weapon Damage and Stun Duration	6% increased Physical Damage with Two Handed Melee Weapons;8% increased Stun Duration with Two Handed Melee Weapons on enemies;	
27140	Two Handed Weapon Damage and Accuracy	6% increased Physical Damage with Two Handed Melee Weapons;8% increased Accuracy Rating with Two Handed Melee Weapons;	
64816	Two Handed Weapon Damage	10% increased Physical Damage with Two Handed Melee Weapons;	
51287	Two Hand Mastery		
18359	Minion Block	Minions have 2% Chance to Block;	
21973	Minion Block	Minions have 2% Chance to Block;	
34306	Minion Block	Minions have 2% Chance to Block;	
33508	Fire Resistance	+18% to Fire Resistance;	
36881	Cold Resistance	+18% to Cold Resistance;	
35503	Lightning Resistance	+18% to Lightning Resistance;	
43162	Projectile Damage	6% increased Projectile Damage;	
39773	Projectile Damage	6% increased Projectile Damage;	
23122	Projectile Damage	6% increased Projectile Damage;	
7903	Block	2% additional Chance to Block while Dual Wielding or holding a Shield;	
20310	Block	2% additional Chance to Block while Dual Wielding or holding a Shield;	
45887	Block	2% additional Chance to Block while Dual Wielding or holding a Shield;	
18791	Strength and Dexterity	+10 to Strength;+10 to Dexterity;	
17201	Dexterity	+10 to Dexterity;	
16167	Dexterity	+10 to Dexterity;	
10829	Dexterity	+10 to Dexterity;	
24490	Weapon Elemental Damage	8% increased Elemental Damage with Weapons;	
63368	Weapon Elemental Damage	8% increased Elemental Damage with Weapons;	
29665	Weapon Elemental Damage	8% increased Elemental Damage with Weapons;	
4565	Dual Wield Speed	6% increased Attack Speed while Dual Wielding;	
24641	Dual Wield Damage	12% increased Physical Weapon Damage while Dual Wielding;	
22423	Dual Wield Damage	12% increased Physical Weapon Damage while Dual Wielding;	
52632	Projectile Damage	8% increased Projectile Damage;	
36222	Projectile Damage	8% increased Projectile Damage;	
47030	Projectile Damage	8% increased Projectile Damage;	
64779	Ignite Duration and Life	4% increased maximum Life;15% increased Ignite Duration on enemies;	
9645	Ignite Duration and Life	4% increased maximum Life;15% increased Ignite Duration on enemies;	
25597	Fire Damage	8% increased Fire Damage;	
966	Fire Damage	8% increased Fire Damage;	
1550	Fire Damage	8% increased Fire Damage;	
2550	Arsonist	18% increased Fire Damage;	
14923	Fire Mastery		
56066	Wand Elemental Damage	8% increased Elemental Damage with Wands;	
54043	Wand Elemental Damage	8% increased Elemental Damage with Wands;	
30926	Wand Elemental Damage	8% increased Elemental Damage with Wands;	
16243	Fusillade	6% increased Wand Damage per Power Charge;	
61975	Wand Damage	12% increased Physical Damage with Wands;	
27091	Wand Damage and Accuracy	6% increased Physical Damage with Wands;8% increased Accuracy Rating with Wands;	
11765	Wand Mastery		
28859	Reduced Mana Reservation	5% reduced Mana Reserved;	
55571	Aura Effect	8% increased effect of Auras you Cast;	
12143	Influence	18% increased effect of Auras you Cast;	
10459	Dual Wield Block	2% additional Chance to Block while Dual Wielding;	
57327	Dual Wield Block	2% additional Chance to Block while Dual Wielding;	
7626	Bravado	24% increased Physical Weapon Damage while Dual Wielding;	
30265	Duel Wield Mastery		
11497	Dexterity	+10 to Dexterity;	
51923	Intelligence	+10 to Intelligence;	
44908	Strength	+10 to Strength;	
2185	Bow Damage and Speed	6% increased Physical Damage with Bows;2% increased Attack Speed with Bows;	
23912	Bow Damage and Speed	6% increased Physical Damage with Bows;2% increased Attack Speed with Bows;	
39665	Bow Damage	12% increased Physical Damage with Bows;	
2961	Bow Damage and Arrow Speed	6% increased Physical Damage with Bows;15% increased Arrow Speed;	
37669	Bow Damage and Arrow Speed	6% increased Physical Damage with Bows;15% increased Arrow Speed;	
49459	King of the Hill	Knocks Back enemies if you get a Critical Strike with a Bow;	
22755	Bow Mastery		
10542	Armour Mastery	18% increased Armour;2% increased Movement Speed;+10 to Strength;	
31928	Armour	16% increased Armour;	
61868	Armour	16% increased Armour;	
42156	Flask Life	15% increased Life Recovery from Flasks;	
21577	Enemy Critical Strike Multiplier Reduction	You take 20% reduced Extra Damage from Critical Strikes;	
6718	Armour	16% increased Armour;6% increased maximum Life;	
61198	Heart of the Warrior	+30 to maximum Life;+10 to Strength;	
58271	Life	8% increased maximum Life;	
48287	Life	8% increased maximum Life;	
10031	Life	8% increased maximum Life;	
6615	Arcing Blows	30% increased Lightning Damage with Weapons;	
25732	Totem Life and Duration	12% increased Totem Life;15% increased Totem Duration;	
1696	Totem Attack and Cast Speed	Spells Cast by Totems have 4% increased Cast Speed;Attacks used by Totems have 6% increased Attack Speed;	
63933	Totemic Zeal	30% increased Casting Speed for Summoning Totems;	
56075	Eldritch Battery	Converts all Energy Shield to Mana;	
44606	Intelligence	+10 to Intelligence;	
30691	Intelligence	+10 to Intelligence;	
55649	Strength	+10 to Strength;	
14218	Attack Speed	3% increased Attack Speed;	
23817	Attack Speed	3% increased Attack Speed;	
2815	Attack Speed	3% increased Attack Speed;	
33371	Movement Speed	4% increased Movement Speed;	
43768	Movement Speed	4% increased Movement Speed;	
43170	Movement Speed	4% increased Movement Speed;	
44723	Spell Critical Chance	15% increased Critical Strike Chance for Spells;	
1346	Spell Critical Chance	15% increased Critical Strike Chance for Spells;	
1957	Cast Speed	4% increased Cast Speed;	
739	Cast Speed	4% increased Cast Speed;	
18866	Cast Speed	4% increased Cast Speed;	
16790	Spell Critical Chance	25% increased Critical Strike Chance for Spells;	
42558	Buff Duration	15% increased Duration of Buffs and Debuffs you create from skills;	
23796	Buff Duration	15% increased Duration of Buffs and Debuffs you create from skills;	
26594	Buff Duration	15% increased Duration of Buffs and Debuffs you create from skills;	
15711	Blast Radius	8% increased Radius of Area Skills;12% increased Area Damage;	
60180	Thief's Craft	+30 to Intelligence;	
6981	Strength	+10 to Strength;	
36543	Strength	+10 to Strength;	
2094	Evasion and Life	6% increased Evasion Rating;4% increased maximum Life;	
39648	Life and Mana	6% increased maximum Life;8% increased maximum Mana;	
45680	Mana	8% increased maximum Mana;	
25237	Mana	8% increased maximum Mana;	
31402	Life and Mana	6% increased maximum Life;8% increased maximum Mana;	
17821	Life and Mana	6% increased maximum Life;8% increased maximum Mana;	
5341	Mana Mastery		
6289	Bloodless	8% increased maximum Life;Enemies Cannot Leech Life From You;	
20551	Life	8% increased maximum Life;	
5152	Life	8% increased maximum Life;	
29005	Armour and Energy Shield	8% increased Armour;6% increased maximum Energy Shield;	
39631	Armour and Energy Shield	8% increased Armour;6% increased maximum Energy Shield;	
17251	Armour and Energy Shield	8% increased Armour;6% increased maximum Energy Shield;	
46897	Armour and Energy Shield	8% increased Armour;6% increased maximum Energy Shield;	
22773	Armour and Energy Shield	8% increased Armour;6% increased maximum Energy Shield;	
40388	Body and Soul	20% increased Armour;16% increased maximum Energy Shield;+8% to all Elemental Resistances;	
10661	Iron Reflexes	Converts all Evasion Rating to Armour. Dexterity provides no bonus to Evasion Rating;	
24006	Intelligence	+10 to Intelligence;	
63139	Strength	+10 to Strength;	
50338	Ballistic Mastery	20% increased Projectile Speed;15% increased Projectile Damage;+20 to Dexterity;	
50054	Shield Block	2% additional Chance to Block with Shields;	
44207	Testudo	6% additional Chance to Block with Shields;20% increased Defences from equipped Shield;	
59281	Shield Block	2% additional Chance to Block with Shields;	
41706	Endurance Charge Duration	18% increased Endurance Charge Duration;	
22497	Cast Speed	3% increased Cast Speed;	
8643	Cast Speed	3% increased Cast Speed;	
63845	Cast Speed	3% increased Cast Speed;	
22535	Whispers of Doom	Enemies can have 1 additional Curse;	
19501	Intelligence	+10 to Intelligence;	
25763	Strength	+10 to Strength;	
58376	Accuracy	12% increased Accuracy Rating;	
6562	Accuracy	12% increased Accuracy Rating;	
1491	Accuracy	12% increased Accuracy Rating;	
53225	Dual Wield Speed	4% increased Attack Speed while Dual Wielding;	
17659	Dual Wield Speed	4% increased Attack Speed while Dual Wielding;	
11784	Gemini	16% increased Physical Weapon Damage while Dual Wielding;8% increased Accuracy Rating while Dual Wielding;	
4903	Duel Wield Mastery		
39211	Melee Damage	+12 to maximum Life;15% increased Melee Physical Damage;	
50986	DUELIST		
39725	Attack Speed	6% increased Attack Speed;	
26638	Critical Strike Chance	15% increased Critical Strike Chance;	
34579	Critical Strike Chance	15% increased Critical Strike Chance;	
40100	Critical Strike Chance	15% increased Critical Strike Chance;	
59370	Dexterity	+10 to Dexterity;	
63795	Dexterity	+10 to Dexterity;	
64709	Dexterity	+10 to Dexterity;	
10221	Strength	+10 to Strength;	
6446	Strength	+10 to Strength;	
9535	Master Fletcher	24% increased Physical Damage with Bows;	
55949	Bow Damage	12% increased Physical Damage with Bows;	
34625	Bow Accuracy	20% increased Accuracy Rating with Bows;	
46106	Bow Accuracy	20% increased Accuracy Rating with Bows;	
58059	Bow Critical Multiplier	15% increased Critical Strike Multiplier with Bows;	
5815	Bow Mastery		
56158	Spell Damage per Power Charge	4% increased Spell Damage per Power Charge;	
62214	Shield Block and Block Recovery	1% additional Chance to Block with Shields;40% increased Block Recovery;	
41140	Aegis	4% additional Chance to Block with Shields;40% increased Defences from equipped Shield;	
64426	Shield Block	2% additional Chance to Block with Shields;	
39768	Accuracy and Reduced Mana Cost	10% increased Accuracy Rating;5% reduced Mana Cost of Skills;	
32739	Accuracy and Reduced Mana Cost	10% increased Accuracy Rating;5% reduced Mana Cost of Skills;	
12795	Versatility	20% increased Accuracy Rating;+20 to Dexterity;+20 to Intelligence;	
63194	Reduced Mana Reservation	5% reduced Mana Reserved;	
64265	Aura Area of Effect	12% increased Radius of Auras;	
6799	Charisma	10% reduced Mana Reserved;8% increased effect of Auras you Cast;	
31931	Strength	+10 to Strength;	
15064	Strength	+10 to Strength;	
32245	Expertise	+30 to Dexterity;	
21301	Strength	+10 to Strength;	
3896	Flask Life	15% increased Life Recovery from Flasks;	
52839	Flask Life	15% increased Life Recovery from Flasks;	
34678	Life	8% increased maximum Life;	
26528	Life	8% increased maximum Life;	
19069	Thick Skin	18% increased maximum Life;	
2047	Life Mastery		
13120	Staff Damage and Stun Duration	6% increased Physical Damage with Staves;7% increased Stun Duration with Staves on enemies;	
51559	Smashing Strikes	12% increased Physical Damage with Staves;20% increased Stun Duration with Staves on enemies;	
10503	Staff Damage and Attack Speed	6% increased Physical Damage with Staves;2% increased Attack Speed with Staves;	
25355	Staff Damage	12% increased Physical Damage with Staves;	
38657	Staff Damage	12% increased Physical Damage with Staves;	
20776	Staff Mastery		
17273	Staff Block	2% additional Block Chance With Staves;	
24383	Warrior's Blood	2% of Life Regenerated per Second;+20 to Strength;	
48513	Melee Damage	12% increased Melee Physical Damage;	
54922	Ondar's Guile	Doubles chance to Evade Projectile Attacks;	
20546	Intelligence	+10 to Intelligence;	
15631	Strength	+10 to Strength;	
9355	Strength	+10 to Strength;	
50422	Strength	+10 to Strength;	
465	Accuracy	20% increased Accuracy Rating;	
29049	Holy Fire	30% increased Burning Damage;	
5916	Burning Damage	15% increased Burning Damage;	
4713	Burning Damage	15% increased Burning Damage;	
21524	Fire Mastery		
62021	Life	6% increased maximum Life;	
65034	Life	6% increased maximum Life;	
65167	Life	6% increased maximum Life;	
15073	Life	6% increased maximum Life;	
42583	Life	6% increased maximum Life;	
35057	Life	10% increased maximum Life;	
13714	Life	6% increased maximum Life;	
61787	Life Mastery		
19939	Life	6% increased maximum Life;	
40409	Mine Damage	9% increased Mine Damage;	
4546	Mine Damage	9% increased Mine Damage;	
4995	Mine Damage and Duration	6% increased Mine Damage;20% increased Mine Duration;	
9055	Volatile Mines	20% increased Mine Damage;Detonating Mines is Instant;	
41027	Mine Laying Speed	6% increased Mine Laying Speed;	
3726	Additional Mines	Can set up to 1 additional remote mine;	
36949	Athleticism	8% increased maximum Life;+20 to Strength;	
42884	Life	8% increased maximum Life;	
6712	Life	8% increased maximum Life;	
64210	Intelligence	+10 to Intelligence;	
56029	Agility	+30 to Dexterity;	
9877	Life	12% increased maximum Life;	
21835	Life	12% increased maximum Life;	
28027	Life and Mana	+20 to maximum Life;+20 to maximum Mana;	
7828	Life and Mana	6% increased maximum Life;8% increased maximum Mana;	
44095	Life and Mana	6% increased maximum Life;8% increased maximum Mana;	
56407	Life and Mana	6% increased maximum Life;8% increased maximum Mana;	
40827	Mana Regeneration	20% increased Mana Regeneration Rate;	
30906	Mana Regeneration	20% increased Mana Regeneration Rate;	
3468	Mana Mastery		
49624	Celerity	8% increased Movement Speed;	
56671	Chaos Damage	7% increased Chaos Damage;	
47949	Chaos Damage	7% increased Chaos Damage;	
26620	Corruption	8% increased Damage over Time;18% increased Chaos Damage;	
41472	Discipline and Training	+30 to maximum Life;10% increased maximum Life;	
60440	Intelligence	+10 to Intelligence;	
51786	Dexterity	+10 to Dexterity;	
28574	Dexterity	+10 to Dexterity;	
10197	Life Regeneration	0.4% of Life Regenerated per Second;	
50264	Life Regeneration	0.4% of Life Regenerated per Second;	
1325	Golem's Blood	1.5% of Life Regenerated per Second;	
29933	Life	12% increased maximum Life;	
31471	Life	8% increased maximum Life;	
24651	Life	8% increased maximum Life;	
6623	Life Mastery		
59763	Steady Hands	25% chance to Avoid Interruption while Casting;	
61999	Diamond Skin	+10% to all Elemental Resistances;+1% to maximum Fire Resistance;+1% to maximum Cold Resistance;+1% to maximum Lightning Resistance;	
7399	Lightning Resistance	+15% to Lightning Resistance;	
17639	Lightning Resistance	+1% to maximum Lightning Resistance;+8% to Lightning Resistance;	
43032	Fire Resistance	+1% to maximum Fire Resistance;+8% to Fire Resistance;	
27166	Fire Resistance	+15% to Fire Resistance;	
8432	Cold Resistance	+15% to Cold Resistance;	
27195	Cold Resistance	+1% to maximum Cold Resistance;+8% to Cold Resistance;	
7656	Mana Gain on Killing Blow	+5 Mana Gained on Kill;	
17383	Mana Gain on Killing Blow	+5 Mana Gained on Kill;	
58545	Mana Gain on Killing Blow	+5 Mana Gained on Kill;	
41325	Life and Armour	6% increased Armour;6% increased maximum Life;	
29371	Life and Armour	6% increased Armour;6% increased maximum Life;	
47565	Life and Armour	6% increased Armour;6% increased maximum Life;	
11551	Intelligence	+10 to Intelligence;	
1031	Intelligence	+10 to Intelligence;	
19635	Intelligence	+10 to Intelligence;	
8544	Dexterity	+10 to Dexterity;	
43412	Two Handed Damage	10% increased Physical Damage with Two Handed Melee Weapons;	
34666	Executioner	12% increased Physical Damage with Two Handed Melee Weapons;20% increased Accuracy Rating with Two Handed Melee Weapons;	
36972	Two Handed Attack Speed	3% increased Attack Speed with Two Handed Melee Weapons;	
21075	Area of Effect Radius	4% increased Radius of Area Skills;	
21934	Spell Damage	10% increased Spell Damage;	
36774	Spell Damage	10% increased Spell Damage;	
17579	Spell Damage	10% increased Spell Damage;	
38900	Area of Effect Radius	4% increased Radius of Area Skills;	
38805	Area of Effect Radius	4% increased Radius of Area Skills;	
4833	Vigor	+1 Maximum Endurance Charge;	
52098	Cold Resistance	+15% to Cold Resistance;	
52808	Lightning Resistance	+15% to Lightning Resistance;	
19633	Elemental Resistance	+6% to all Elemental Resistances;	
50862	Strength	+10 to Strength;	
34601	Quickness	+30 to Dexterity;	
43374	Strength	+10 to Strength;	
22250	Dagger Damage and Attack Speed	6% increased Physical Damage with Daggers;2% increased Attack Speed with Daggers;	
1405	From the Shadows	18% increased Physical Damage with Daggers;40% increased Critical Strike Chance with Daggers;	
59902	Dagger Damage	12% increased Physical Damage with Daggers;	
40320	Reduced Mana Cost	7% reduced Mana Cost of Skills;	
56581	Reduced Mana Cost	3% reduced Mana Cost of Skills;	
56819	Mana	8% increased maximum Mana;	
46726	Mana	8% increased maximum Mana;	
32083	Secrets of the Order	+20 to maximum Mana;+20 to Intelligence;	
24685	Prestidigitation	6% increased Cast Speed;20% increased Mana Regeneration Rate;	
24763	Axe Damage and Attack Speed	6% increased Physical Damage with Axes;2% increased Attack Speed with Axes;	
49571	Axe Damage and Attack Speed	6% increased Physical Damage with Axes;2% increased Attack Speed with Axes;	
25682	Axe Damage and Accuracy	6% increased Physical Damage with Axes;8% increased Accuracy Rating with Axes;	
44624	Axe Damage	12% increased Physical Damage with Axes;	
12367	Axe Damage	12% increased Physical Damage with Axes;	
4940	Cleaving	30% increased Physical Damage with Axes;	
24945	Axe Mastery		
2151	Mana Regeneration	20% increased Mana Regeneration Rate;	
47062	Spell Damage	10% increased Spell Damage;	
62103	Projectile Damage	6% increased Projectile Damage;	
15144	Attack Speed	4% increased Attack Speed;	
55373	Life	+10 to maximum Life;	
48828	Melee Damage	10% increased Melee Physical Damage;	
58833	Seven		
45491	One Handed Damage	10% increased Physical Damage with One Handed Melee Weapons;	
60737	Repartee	24% increased Physical Damage with One Handed Melee Weapons;	
42623	One Handed Damage	10% increased Physical Damage with One Handed Melee Weapons;	
37884	Dual Wield Block	2% additional Chance to Block while Dual Wielding;	
60302	Dual Wield Block	2% additional Chance to Block while Dual Wielding;	
13890	Dual Wield Damage	12% increased Physical Weapon Damage while Dual Wielding;	
43034	Dual Wield Damage	10% increased Physical Weapon Damage while Dual Wielding;	
44751	Blinding Speed	12% increased Attack Speed while Dual Wielding;	
5408	Dexterity	+10 to Dexterity;	
15027	Beef	+30 to Strength;	
56341	Bow Damage and Speed	6% increased Physical Damage with Bows;2% increased Attack Speed with Bows;	
42964	Bow Damage and Speed	6% increased Physical Damage with Bows;2% increased Attack Speed with Bows;	
6654	Bow Damage	15% increased Physical Damage with Bows;	
6913	Bow Damage	15% increased Physical Damage with Bows;	
65224	Aspect of the Eagle	20% increased Physical Damage with Bows;20% increased Accuracy Rating;+10 to maximum Life;4% increased Movement Speed;	
41380	Bow Attack Speed and Critical Chance	3% increased Attack Speed with Bows;15% increased Critical Strike Chance with Bows;	
57819	Bow Attack Speed and Critical Chance	3% increased Attack Speed with Bows;15% increased Critical Strike Chance with Bows;	
62213	Wand Damage and Attack Speed	6% increased Physical Damage with Wands;2% increased Attack Speed with Wands;	
53499	Wand Damage and Accuracy	6% increased Physical Damage with Wands;8% increased Accuracy Rating with Wands;	
10580	Wand Damage	12% increased Physical Damage with Wands;	
4543	Wand Damage and Accuracy	12% increased Physical Damage with Wands;8% increased Accuracy Rating with Wands;	
34718	Wand Lightning Damage	10% of Wand Physical Damage Added as Lightning Damage;	
19098	Wand Fire Damage	10% of Wand Physical Damage Added as Fire Damage;	
64612	Wand Cold Damage	10% of Wand Physical Damage Added as Cold Damage;	
13515	Bullying	Knocks Back enemies if you get a Critical Strike with a Wand;	
